2014-11-01 00:00:00  100 2
-0.0 0.357 3.726 0.384 2.625 243.726 2150.991
-0.065 0.357 3.726 0.384 2.625 240.527 2151.058
-0.135 0.357 3.726 0.384 2.625 240.492 2151.062
-0.208 0.357 3.726 0.384 2.625 240.466 2151.065
-0.286 0.357 3.726 0.384 2.625 240.445 2151.067
-0.368 0.357 3.726 0.384 2.625 240.428 2151.069
-0.455 0.357 3.726 0.384 2.625 240.413 2151.071
-0.547 0.357 3.726 0.384 2.625 240.399 2151.073
-0.645 0.357 3.726 0.384 2.625 240.386 2151.074
-0.748 0.357 3.726 0.384 2.625 240.375 2151.076
-0.857 0.357 3.726 0.384 2.625 240.364 2151.078
-0.973 0.357 3.726 0.384 2.625 240.353 2151.079
-1.095 0.357 3.726 0.384 2.625 240.343 2151.08
-1.224 0.357 3.726 0.384 2.625 240.333 2151.082
-1.36 0.357 3.726 0.384 2.626 240.323 2151.083
-1.504 0.357 3.726 0.384 2.626 240.314 2151.084
-1.656 0.357 3.726 0.384 2.626 240.304 2151.086
-1.816 0.357 3.726 0.384 2.626 240.295 2151.088
-1.986 0.357 3.726 0.384 2.626 240.286 2151.089
-2.165 0.357 3.726 0.384 2.626 240.276 2151.091
-2.353 0.357 3.726 0.384 2.626 240.267 2151.092
-2.552 0.357 3.727 0.384 2.626 240.257 2151.094
-2.761 0.357 3.727 0.384 2.626 240.247 2151.096
-2.981 0.357 3.727 0.384 2.626 240.237 2151.098
-3.213 0.357 3.727 0.384 2.626 240.226 2151.1
-3.458 0.357 3.727 0.384 2.626 240.216 2151.102
-3.714 0.357 3.727 0.384 2.626 240.204 2151.105
-3.984 0.357 3.727 0.384 2.626 240.193 2151.108
-4.268 0.357 3.727 0.384 2.626 240.18 2151.11
-4.566 0.357 3.728 0.384 2.626 240.167 2151.114
-4.878 0.357 3.728 0.384 2.627 240.154 2151.118
-5.205 0.357 3.728 0.384 2.627 240.139 2151.121
-5.548 0.357 3.728 0.384 2.627 240.123 2151.126
-5.908 0.357 3.729 0.384 2.627 240.107 2151.131
-6.284 0.357 3.729 0.384 2.627 240.088 2151.136
-6.677 0.357 3.729 0.384 2.628 240.069 2151.142
-7.087 0.357 3.73 0.384 2.628 240.047 2151.15
-7.515 0.357 3.731 0.384 2.628 240.024 2151.158
-7.962 0.357 3.731 0.384 2.629 239.998 2151.167
-8.427 0.358 3.732 0.385 2.629 239.969 2151.178
-8.911 0.358 3.733 0.385 2.63 239.936 2151.191
-9.414 0.358 3.734 0.385 2.631 239.9 2151.206
-9.937 0.358 3.735 0.385 2.632 239.859 2151.223
-10.479 0.358 3.737 0.385 2.633 239.812 2151.242
-11.041 0.358 3.739 0.385 2.634 239.761 2151.265
-11.622 0.358 3.741 0.386 2.635 239.706 2151.29
-12.223 0.359 3.744 0.386 2.637 239.647 2151.319
-12.843 0.359 3.747 0.386 2.639 239.582 2151.351
-13.482 0.359 3.75 0.387 2.641 239.511 2151.388
-14.141 0.36 3.753 0.387 2.643 239.454 2151.419
-14.817 0.36 3.755 0.387 2.645 239.41 2151.443
-15.512 0.36 3.757 0.388 2.646 239.374 2151.464
-16.224 0.36 3.759 0.388 2.648 239.345 2151.48
-16.954 0.361 3.76 0.388 2.649 239.322 2151.494
-17.699 0.361 3.762 0.388 2.649 239.302 2151.506
-18.459 0.361 3.763 0.388 2.65 239.286 2151.516
-19.233 0.361 3.764 0.389 2.651 239.272 2151.526
-20.021 0.361 3.764 0.389 2.652 239.259 2151.534
-20.821 0.361 3.765 0.389 2.652 239.248 2151.541
-21.632 0.361 3.766 0.389 2.653 239.238 2151.548
-22.452 0.361 3.766 0.389 2.653 239.228 2151.554
-23.281 0.361 3.767 0.389 2.654 239.22 2151.559
-24.117 0.361 3.768 0.389 2.654 239.211 2151.564
-24.958 0.362 3.768 0.389 2.655 239.204 2151.569
-25.803 0.362 3.769 0.389 2.655 239.197 2151.574
-26.651 0.362 3.769 0.389 2.655 239.19 2151.578
-27.5 0.362 3.769 0.39 2.656 239.183 2151.582
-28.348 0.362 3.77 0.39 2.656 239.177 2151.586
-29.194 0.362 3.77 0.39 2.656 239.171 2151.59
-30.037 0.362 3.771 0.39 2.657 239.166 2151.594
-30.875 0.362 3.771 0.39 2.657 239.16 2151.597
-31.706 0.362 3.771 0.39 2.658 239.155 2151.6
-32.529 0.362 3.772 0.39 2.658 239.15 2151.604
-33.344 0.362 3.772 0.39 2.658 239.145 2151.607
-34.147 0.362 3.772 0.39 2.659 239.14 2151.61
-34.939 0.362 3.773 0.39 2.659 239.135 2151.614
-35.718 0.362 3.773 0.39 2.659 239.13 2151.616
-36.483 0.362 3.773 0.39 2.66 239.125 2151.62
-37.234 0.362 3.774 0.39 2.66 239.121 2151.623
-37.968 0.362 3.774 0.39 2.661 239.116 2151.626
-38.686 0.362 3.775 0.39 2.661 239.112 2151.629
-39.387 0.362 3.775 0.39 2.661 239.107 2151.632
-40.07 0.362 3.775 0.39 2.662 239.103 2151.635
-40.734 0.362 3.776 0.39 2.662 239.098 2151.638
-41.38 0.362 3.776 0.39 2.663 239.094 2151.641
-42.007 0.362 3.776 0.39 2.663 239.089 2151.644
-42.614 0.362 3.777 0.391 2.664 239.085 2151.647
-43.202 0.362 3.777 0.391 2.664 239.08 2151.65
-43.77 0.362 3.778 0.391 2.665 239.075 2151.654
-44.318 0.362 3.778 0.391 2.665 239.071 2151.657
-44.847 0.362 3.778 0.391 2.666 239.066 2151.661
-45.357 0.362 3.779 0.391 2.666 239.06 2151.665
-45.848 0.363 3.779 0.391 2.667 239.055 2151.669
-46.319 0.363 3.78 0.391 2.668 239.049 2151.673
-46.772 0.363 3.781 0.391 2.669 239.042 2151.678
-47.206 0.363 3.782 0.391 2.669 239.034 2151.684
-47.622 0.363 3.782 0.391 2.671 239.025 2151.691
-48.021 0.363 3.784 0.391 2.672 239.014 2151.7
-48.403 0.363 3.785 0.391 2.675 238.997 2151.713
-48.767 0.365 3.811 0.393 2.707 238.769 2151.894
