2014-11-01 00:00:00  100 2
-0.0 16.132 0.213 0.024 0.511 0.197
-0.065 16.132 0.213 0.024 0.511 0.197
-0.135 16.131 0.213 0.024 0.511 0.197
-0.208 16.131 0.213 0.024 0.511 0.197
-0.286 16.13 0.213 0.024 0.511 0.197
-0.368 16.129 0.213 0.024 0.511 0.197
-0.455 16.128 0.213 0.024 0.511 0.197
-0.547 16.127 0.213 0.024 0.511 0.197
-0.645 16.126 0.213 0.024 0.511 0.197
-0.748 16.125 0.213 0.024 0.511 0.197
-0.857 16.124 0.213 0.024 0.511 0.197
-0.973 16.122 0.213 0.024 0.511 0.197
-1.095 16.121 0.213 0.024 0.511 0.197
-1.224 16.119 0.213 0.024 0.511 0.197
-1.36 16.117 0.213 0.024 0.511 0.196
-1.504 16.115 0.213 0.024 0.511 0.196
-1.656 16.113 0.213 0.024 0.511 0.196
-1.816 16.111 0.213 0.024 0.511 0.196
-1.986 16.109 0.212 0.024 0.511 0.196
-2.165 16.106 0.212 0.024 0.511 0.196
-2.353 16.103 0.212 0.024 0.511 0.196
-2.552 16.099 0.212 0.024 0.511 0.196
-2.761 16.096 0.212 0.024 0.511 0.196
-2.981 16.092 0.212 0.024 0.511 0.196
-3.213 16.087 0.212 0.024 0.511 0.196
-3.458 16.082 0.212 0.024 0.511 0.196
-3.714 16.076 0.212 0.024 0.511 0.196
-3.984 16.069 0.212 0.024 0.511 0.196
-4.268 16.062 0.212 0.024 0.511 0.196
-4.566 16.053 0.212 0.024 0.511 0.196
-4.878 16.043 0.212 0.024 0.511 0.196
-5.205 16.032 0.212 0.024 0.511 0.195
-5.548 16.019 0.212 0.024 0.511 0.195
-5.908 16.004 0.212 0.024 0.511 0.195
-6.284 15.986 0.211 0.024 0.511 0.195
-6.677 15.966 0.211 0.024 0.511 0.195
-7.087 15.942 0.211 0.024 0.511 0.194
-7.515 15.914 0.211 0.024 0.511 0.194
-7.962 15.881 0.21 0.024 0.511 0.194
-8.427 15.842 0.21 0.024 0.511 0.193
-8.911 15.796 0.21 0.024 0.511 0.193
-9.414 15.741 0.209 0.024 0.511 0.192
-9.937 15.675 0.208 0.024 0.51 0.191
-10.479 15.597 0.208 0.024 0.509 0.19
-11.041 15.506 0.207 0.024 0.508 0.189
-11.622 15.401 0.206 0.024 0.507 0.188
-12.223 15.283 0.204 0.024 0.505 0.187
-12.843 15.146 0.203 0.023 0.502 0.185
-13.482 14.986 0.201 0.023 0.499 0.183
-14.141 14.85 0.199 0.023 0.496 0.182
-14.817 14.742 0.198 0.023 0.493 0.18
-15.512 14.652 0.197 0.023 0.49 0.179
-16.224 14.578 0.196 0.023 0.488 0.179
-16.954 14.516 0.195 0.023 0.486 0.178
-17.699 14.463 0.195 0.023 0.485 0.177
-18.459 14.417 0.194 0.022 0.483 0.177
-19.233 14.377 0.194 0.022 0.482 0.176
-20.021 14.341 0.193 0.022 0.48 0.176
-20.821 14.31 0.193 0.022 0.479 0.176
-21.632 14.283 0.192 0.022 0.478 0.175
-22.452 14.258 0.192 0.022 0.477 0.175
-23.281 14.235 0.192 0.022 0.476 0.175
-24.117 14.214 0.191 0.022 0.476 0.174
-24.958 14.195 0.191 0.022 0.475 0.174
-25.803 14.177 0.191 0.022 0.474 0.174
-26.651 14.161 0.191 0.022 0.474 0.174
-27.5 14.146 0.191 0.022 0.473 0.174
-28.348 14.132 0.19 0.022 0.472 0.174
-29.194 14.119 0.19 0.022 0.472 0.173
-30.037 14.107 0.19 0.022 0.471 0.173
-30.875 14.096 0.19 0.022 0.471 0.173
-31.706 14.085 0.19 0.022 0.47 0.173
-32.529 14.075 0.19 0.022 0.47 0.173
-33.344 14.065 0.189 0.022 0.47 0.173
-34.147 14.056 0.189 0.022 0.469 0.173
-34.939 14.048 0.189 0.022 0.469 0.173
-35.718 14.04 0.189 0.022 0.469 0.173
-36.483 14.032 0.189 0.022 0.468 0.172
-37.234 14.024 0.189 0.022 0.468 0.172
-37.968 14.017 0.189 0.022 0.468 0.172
-38.686 14.01 0.189 0.022 0.467 0.172
-39.387 14.004 0.189 0.022 0.467 0.172
-40.07 13.998 0.189 0.022 0.467 0.172
-40.734 13.991 0.188 0.022 0.467 0.172
-41.38 13.986 0.188 0.022 0.466 0.172
-42.007 13.98 0.188 0.022 0.466 0.172
-42.614 13.974 0.188 0.022 0.466 0.172
-43.202 13.969 0.188 0.022 0.466 0.172
-43.77 13.963 0.188 0.022 0.466 0.172
-44.318 13.958 0.188 0.022 0.465 0.172
-44.847 13.952 0.188 0.022 0.465 0.172
-45.357 13.947 0.188 0.022 0.465 0.172
-45.848 13.941 0.188 0.022 0.465 0.171
-46.319 13.936 0.188 0.022 0.465 0.171
-46.772 13.929 0.188 0.022 0.464 0.171
-47.206 13.923 0.188 0.022 0.464 0.171
-47.622 13.915 0.187 0.022 0.464 0.171
-48.021 13.906 0.187 0.022 0.463 0.171
-48.403 13.893 0.187 0.022 0.463 0.171
-48.767 13.735 0.185 0.021 0.458 0.169
