2014-06-01 00:00:00  100 2
-0.0 0.061 0.128 0.138 0.226 262.432 2062.454
-0.067 0.061 0.128 0.138 0.226 271.367 2061.087
-0.137 0.061 0.128 0.138 0.226 271.456 2061.073
-0.212 0.061 0.128 0.138 0.226 271.52 2061.064
-0.292 0.061 0.128 0.138 0.226 271.572 2061.056
-0.376 0.061 0.128 0.138 0.226 271.615 2061.049
-0.464 0.061 0.128 0.138 0.226 271.654 2061.044
-0.558 0.061 0.128 0.138 0.226 271.688 2061.039
-0.658 0.061 0.128 0.138 0.226 271.72 2061.034
-0.763 0.061 0.128 0.138 0.226 271.749 2061.03
-0.875 0.061 0.128 0.138 0.226 271.777 2061.027
-0.992 0.061 0.128 0.138 0.226 271.804 2061.023
-1.117 0.061 0.128 0.138 0.226 271.83 2061.02
-1.249 0.061 0.128 0.138 0.226 271.856 2061.017
-1.388 0.061 0.128 0.138 0.226 271.881 2061.014
-1.535 0.061 0.128 0.138 0.226 271.906 2061.011
-1.69 0.061 0.128 0.138 0.226 271.931 2061.008
-1.853 0.061 0.128 0.138 0.226 271.957 2061.006
-2.026 0.061 0.128 0.138 0.226 271.983 2061.003
-2.209 0.061 0.129 0.138 0.226 272.011 2061.001
-2.401 0.061 0.129 0.138 0.226 272.039 2060.998
-2.604 0.061 0.129 0.138 0.226 272.069 2060.996
-2.817 0.061 0.129 0.138 0.226 272.1 2060.994
-3.042 0.061 0.129 0.138 0.226 272.134 2060.992
-3.279 0.061 0.129 0.138 0.226 272.171 2060.989
-3.528 0.061 0.129 0.138 0.226 272.211 2060.987
-3.79 0.061 0.129 0.138 0.226 272.255 2060.985
-4.065 0.061 0.129 0.138 0.226 272.304 2060.984
-4.355 0.061 0.129 0.138 0.226 272.359 2060.982
-4.658 0.061 0.129 0.138 0.226 272.423 2060.981
-4.977 0.061 0.129 0.138 0.226 272.497 2060.98
-5.311 0.061 0.129 0.138 0.226 272.587 2060.98
-5.661 0.061 0.129 0.138 0.226 272.708 2060.98
-6.028 0.061 0.129 0.139 0.226 272.921 2060.978
-6.411 0.062 0.129 0.139 0.226 273.233 2060.981
-6.812 0.062 0.129 0.139 0.226 273.559 2061.0
-7.231 0.062 0.129 0.139 0.226 273.887 2061.043
-7.668 0.062 0.129 0.139 0.226 274.231 2061.104
-8.124 0.062 0.13 0.14 0.227 274.675 2061.2
-8.598 0.062 0.131 0.14 0.227 275.202 2061.347
-9.092 0.063 0.132 0.141 0.227 275.746 2061.559
-9.606 0.063 0.134 0.143 0.228 276.344 2061.857
-10.139 0.064 0.138 0.144 0.23 277.089 2062.304
-10.692 0.065 0.146 0.148 0.233 278.138 2063.078
