2014-06-01 00:00:00  100 2
-11.265 0.065 0.162 0.152 0.241 279.727 2064.31
-11.858 0.065 0.188 0.157 0.254 281.938 2065.937
-12.471 0.065 0.24 0.163 0.283 285.907 2068.796
-13.104 0.067 0.349 0.18 0.365 291.068 2074.23
-13.757 0.076 0.521 0.213 0.496 293.468 2081.261
-14.428 0.089 0.727 0.247 0.633 294.154 2087.81
-15.119 0.103 0.961 0.279 0.779 294.163 2093.904
-15.828 0.121 1.236 0.309 0.947 293.625 2100.035
-16.555 0.144 1.567 0.338 1.147 292.57 2106.43
-17.299 0.173 1.968 0.367 1.394 290.943 2113.274
-18.059 0.213 2.488 0.397 1.721 288.531 2121.2
-18.835 0.267 3.157 0.43 2.149 285.205 2130.517
-19.625 0.322 3.821 0.459 2.579 281.747 2139.266
-20.429 0.359 4.263 0.478 2.869 279.346 2144.901
-21.245 0.379 4.49 0.489 3.021 278.04 2147.734
-22.072 0.389 4.604 0.495 3.099 277.353 2149.132
-22.909 0.395 4.664 0.498 3.142 276.971 2149.86
-23.755 0.398 4.699 0.501 3.167 276.74 2150.276
-24.608 0.4 4.72 0.503 3.183 276.59 2150.53
-25.466 0.401 4.734 0.504 3.194 276.487 2150.699
-26.328 0.402 4.745 0.505 3.202 276.411 2150.817
-27.193 0.403 4.752 0.506 3.208 276.354 2150.901
-28.06 0.403 4.757 0.507 3.212 276.311 2150.964
-28.925 0.404 4.762 0.507 3.216 276.277 2151.012
-29.789 0.404 4.765 0.508 3.219 276.25 2151.05
-30.648 0.404 4.768 0.508 3.221 276.227 2151.081
-31.503 0.405 4.77 0.509 3.224 276.207 2151.107
-32.351 0.405 4.772 0.509 3.225 276.191 2151.128
-33.192 0.405 4.773 0.509 3.227 276.176 2151.146
-34.022 0.405 4.775 0.51 3.229 276.163 2151.162
-34.842 0.405 4.776 0.51 3.23 276.152 2151.177
-35.65 0.405 4.777 0.51 3.231 276.142 2151.19
-36.445 0.406 4.778 0.511 3.232 276.132 2151.201
-37.226 0.406 4.779 0.511 3.234 276.123 2151.211
-37.991 0.406 4.78 0.511 3.235 276.115 2151.22
-38.741 0.406 4.78 0.511 3.236 276.108 2151.229
-39.473 0.406 4.781 0.512 3.237 276.1 2151.237
-40.188 0.406 4.782 0.512 3.238 276.094 2151.245
-40.885 0.406 4.782 0.512 3.239 276.087 2151.252
-41.563 0.406 4.783 0.513 3.24 276.081 2151.259
-42.222 0.406 4.784 0.513 3.241 276.075 2151.266
-42.861 0.406 4.784 0.513 3.241 276.069 2151.272
-43.481 0.406 4.785 0.513 3.242 276.063 2151.278
-44.081 0.406 4.785 0.514 3.243 276.058 2151.284
-44.661 0.406 4.786 0.514 3.244 276.052 2151.289
-45.22 0.406 4.786 0.514 3.245 276.046 2151.295
-45.76 0.406 4.787 0.515 3.246 276.04 2151.3
-46.28 0.407 4.787 0.515 3.247 276.034 2151.306
-46.781 0.407 4.788 0.515 3.249 276.028 2151.312
-47.262 0.407 4.788 0.516 3.25 276.022 2151.318
-47.724 0.407 4.789 0.516 3.251 276.015 2151.326
-48.167 0.407 4.789 0.517 3.253 276.006 2151.333
-48.592 0.407 4.79 0.517 3.255 275.997 2151.342
-48.999 0.407 4.791 0.518 3.257 275.985 2151.352
-49.388 0.407 4.792 0.519 3.261 275.967 2151.368
-49.76 0.409 4.81 0.536 3.314 275.715 2151.586
