2014-06-01 00:00:00  100 2
-0.0 11.801 0.096 0.016 0.157 0.142
-0.067 11.84 0.096 0.016 0.158 0.142
-0.137 11.863 0.097 0.016 0.158 0.142
-0.212 11.88 0.097 0.016 0.158 0.143
-0.292 11.894 0.097 0.016 0.159 0.143
-0.376 11.906 0.097 0.016 0.159 0.143
-0.464 11.916 0.097 0.016 0.159 0.143
-0.558 11.925 0.097 0.016 0.159 0.143
-0.658 11.934 0.097 0.016 0.159 0.143
-0.763 11.942 0.097 0.016 0.159 0.143
-0.875 11.95 0.097 0.016 0.159 0.143
-0.992 11.957 0.097 0.016 0.16 0.144
-1.117 11.965 0.098 0.016 0.16 0.144
-1.249 11.972 0.098 0.016 0.16 0.144
-1.388 11.979 0.098 0.016 0.16 0.144
-1.535 11.987 0.098 0.016 0.16 0.144
-1.69 11.994 0.098 0.016 0.16 0.144
-1.853 12.002 0.098 0.016 0.16 0.144
-2.026 12.01 0.098 0.016 0.16 0.144
-2.209 12.018 0.098 0.016 0.16 0.144
-2.401 12.027 0.098 0.016 0.161 0.144
-2.604 12.037 0.098 0.016 0.161 0.145
-2.817 12.047 0.098 0.016 0.161 0.145
-3.042 12.058 0.098 0.016 0.161 0.145
-3.279 12.07 0.098 0.016 0.161 0.145
-3.528 12.084 0.099 0.016 0.161 0.145
-3.79 12.1 0.099 0.016 0.162 0.145
-4.065 12.117 0.099 0.016 0.162 0.146
-4.355 12.138 0.099 0.016 0.162 0.146
-4.658 12.162 0.099 0.016 0.163 0.146
-4.977 12.191 0.099 0.017 0.163 0.146
-5.311 12.228 0.1 0.017 0.164 0.147
-5.661 12.281 0.1 0.017 0.165 0.147
-6.028 12.384 0.101 0.017 0.166 0.149
-6.411 12.551 0.103 0.017 0.169 0.151
-6.812 12.744 0.104 0.017 0.172 0.153
-7.231 12.967 0.106 0.018 0.176 0.156
-7.668 13.212 0.108 0.018 0.18 0.159
-8.124 13.524 0.111 0.018 0.186 0.162
-8.598 13.932 0.115 0.019 0.193 0.167
-9.092 14.458 0.12 0.02 0.203 0.174
-9.606 15.161 0.126 0.021 0.216 0.182
-10.139 16.168 0.136 0.022 0.235 0.194
-10.692 17.872 0.152 0.025 0.267 0.215
-11.265 21.212 0.183 0.029 0.33 0.255
-11.858 28.189 0.248 0.039 0.466 0.339
-12.471 45.52 0.418 0.061 0.832 0.546
-13.104 61.263 0.599 0.079 1.282 0.734
-13.757 56.32 0.586 0.071 1.328 0.674
-14.428 53.662 0.586 0.068 1.381 0.642
-15.119 54.938 0.621 0.07 1.506 0.657
-15.828 56.357 0.658 0.073 1.633 0.674
-16.555 56.542 0.681 0.075 1.723 0.676
-17.299 54.746 0.68 0.075 1.747 0.655
-18.059 50.126 0.642 0.071 1.67 0.6
-18.835 42.14 0.555 0.062 1.465 0.504
-19.625 33.152 0.443 0.05 1.207 0.397
-20.429 26.669 0.359 0.041 1.013 0.32
-21.245 23.043 0.311 0.036 0.902 0.277
-22.072 21.091 0.285 0.033 0.841 0.254
-22.909 19.986 0.27 0.031 0.806 0.24
-23.755 19.305 0.261 0.03 0.784 0.232
-24.608 18.859 0.255 0.03 0.769 0.227
-25.466 18.547 0.251 0.029 0.758 0.224
-26.328 18.316 0.248 0.029 0.75 0.221
-27.193 18.146 0.246 0.028 0.744 0.219
-28.06 18.016 0.244 0.028 0.74 0.217
-28.925 17.913 0.242 0.028 0.736 0.216
-29.789 17.83 0.241 0.028 0.733 0.215
-30.648 17.763 0.24 0.028 0.73 0.214
-31.503 17.707 0.24 0.028 0.728 0.214
-32.351 17.659 0.239 0.028 0.726 0.213
-33.192 17.618 0.239 0.028 0.725 0.213
-34.022 17.583 0.238 0.028 0.723 0.212
-34.842 17.552 0.238 0.028 0.722 0.212
-35.65 17.525 0.237 0.028 0.721 0.212
-36.445 17.501 0.237 0.027 0.72 0.211
-37.226 17.479 0.237 0.027 0.719 0.211
-37.991 17.46 0.236 0.027 0.718 0.211
-38.741 17.442 0.236 0.027 0.718 0.211
-39.473 17.426 0.236 0.027 0.717 0.211
-40.188 17.411 0.236 0.027 0.716 0.21
-40.885 17.398 0.236 0.027 0.716 0.21
-41.563 17.386 0.235 0.027 0.715 0.21
-42.222 17.374 0.235 0.027 0.715 0.21
-42.861 17.363 0.235 0.027 0.714 0.21
-43.481 17.354 0.235 0.027 0.714 0.21
-44.081 17.344 0.235 0.027 0.714 0.21
-44.661 17.336 0.235 0.027 0.713 0.21
-45.22 17.327 0.235 0.027 0.713 0.21
-45.76 17.319 0.234 0.027 0.713 0.209
-46.28 17.312 0.234 0.027 0.712 0.209
-46.781 17.304 0.234 0.027 0.712 0.209
-47.262 17.297 0.234 0.027 0.712 0.209
-47.724 17.289 0.234 0.027 0.711 0.209
-48.167 17.282 0.234 0.027 0.711 0.209
-48.592 17.274 0.234 0.027 0.711 0.209
-48.999 17.264 0.234 0.027 0.71 0.209
-49.388 17.252 0.234 0.027 0.71 0.209
-49.76 17.116 0.232 0.027 0.704 0.207
