2007-06-01 00:00:00  100 2
-0.0 5.252 0.085 0.004 0.081
-0.067 5.334 0.086 0.004 0.082
-0.137 5.384 0.087 0.004 0.083
-0.212 5.419 0.088 0.004 0.083
-0.292 5.448 0.088 0.004 0.084
-0.376 5.471 0.089 0.004 0.084
-0.464 5.492 0.089 0.004 0.084
-0.558 5.511 0.089 0.004 0.085
-0.658 5.529 0.09 0.004 0.085
-0.763 5.546 0.09 0.004 0.085
-0.875 5.562 0.09 0.004 0.086
-0.992 5.578 0.09 0.004 0.086
-1.117 5.593 0.091 0.004 0.086
-1.249 5.609 0.091 0.004 0.086
-1.388 5.626 0.091 0.004 0.087
-1.535 5.642 0.091 0.004 0.087
-1.69 5.66 0.092 0.004 0.087
-1.853 5.678 0.092 0.004 0.087
-2.026 5.697 0.092 0.004 0.088
-2.209 5.718 0.093 0.004 0.088
-2.401 5.739 0.093 0.004 0.088
-2.604 5.762 0.093 0.005 0.089
-2.817 5.786 0.094 0.005 0.089
-3.042 5.812 0.094 0.005 0.089
-3.279 5.84 0.095 0.005 0.09
-3.528 5.87 0.095 0.005 0.09
-3.79 5.902 0.096 0.005 0.091
-4.065 5.936 0.096 0.005 0.091
-4.355 5.974 0.097 0.005 0.092
-4.658 6.014 0.097 0.005 0.092
-4.977 6.058 0.098 0.005 0.093
-5.311 6.107 0.099 0.005 0.094
-5.661 6.159 0.1 0.005 0.095
-6.028 6.214 0.101 0.005 0.096
-6.411 6.271 0.102 0.005 0.096
-6.812 6.327 0.103 0.005 0.097
-7.231 6.381 0.103 0.005 0.098
-7.668 6.43 0.104 0.005 0.099
-8.124 6.475 0.105 0.005 0.1
-8.598 6.516 0.106 0.005 0.1
-9.092 6.556 0.106 0.005 0.101
-9.606 6.594 0.107 0.005 0.101
-10.139 6.63 0.107 0.005 0.102
-10.692 6.664 0.108 0.005 0.103
-11.265 6.696 0.109 0.005 0.103
-11.858 6.727 0.109 0.005 0.104
-12.471 6.756 0.11 0.005 0.104
-13.104 6.783 0.11 0.005 0.104
-13.757 6.81 0.11 0.005 0.105
-14.428 6.835 0.111 0.005 0.105
-15.119 6.861 0.111 0.005 0.106
-15.828 6.885 0.112 0.005 0.106
-16.555 6.91 0.112 0.005 0.107
-17.299 6.941 0.113 0.005 0.107
-18.059 6.98 0.113 0.005 0.108
-18.835 7.062 0.115 0.006 0.109
-19.625 7.206 0.117 0.006 0.112
-20.429 7.361 0.12 0.006 0.115
-21.245 7.495 0.122 0.006 0.118
-22.072 7.653 0.125 0.006 0.123
-22.909 7.755 0.127 0.006 0.126
-23.755 8.502 0.138 0.007 0.144
-24.608 9.205 0.149 0.007 0.161
-25.466 9.604 0.155 0.008 0.171
-26.328 9.812 0.159 0.008 0.176
-27.193 9.93 0.16 0.008 0.179
-28.06 10.005 0.161 0.008 0.181
-28.925 10.055 0.162 0.008 0.182
-29.789 10.092 0.163 0.008 0.183
-30.648 10.118 0.163 0.008 0.184
-31.503 10.138 0.164 0.008 0.184
-32.351 10.154 0.164 0.008 0.185
-33.192 10.167 0.164 0.008 0.185
-34.022 10.178 0.164 0.008 0.185
-34.842 10.187 0.164 0.008 0.186
-35.65 10.194 0.164 0.008 0.186
-36.445 10.201 0.165 0.008 0.186
-37.226 10.206 0.165 0.008 0.186
-37.991 10.211 0.165 0.008 0.186
-38.741 10.215 0.165 0.008 0.186
-39.473 10.219 0.165 0.008 0.186
-40.188 10.222 0.165 0.008 0.187
-40.885 10.225 0.165 0.008 0.187
-41.563 10.227 0.165 0.008 0.187
-42.222 10.229 0.165 0.008 0.187
-42.861 10.231 0.165 0.008 0.187
-43.481 10.232 0.165 0.008 0.187
-44.081 10.234 0.165 0.008 0.187
-44.661 10.235 0.165 0.008 0.187
-45.22 10.235 0.165 0.008 0.187
-45.76 10.236 0.165 0.008 0.187
-46.28 10.236 0.165 0.008 0.187
-46.781 10.236 0.165 0.008 0.187
-47.262 10.236 0.165 0.008 0.187
-47.724 10.236 0.165 0.008 0.187
-48.167 10.235 0.165 0.008 0.187
-48.592 10.233 0.165 0.008 0.187
-48.999 10.231 0.165 0.008 0.187
-49.388 10.227 0.165 0.008 0.187
-49.76 8.734 0.141 0.007 0.16
